filename,judge_folder,case_no,case_type,date,hearing_date,petitioner,respondent,advocates_petitioner,advocates_respondent,aors,judges,bench_size,judgment_author,constitutional_refs,precedents,petition_text,sections,outcome,disposition_type,word_count,char_count,year,month,case_length_days,sections_list,case_duration_days
crl.p._220_2024.pdf,Justice Syed Hasan Azhar Rizvi,Criminal Petition No. 220 of 2024 -2-,Criminal,2024-02-02,2024-07-06,Itbar Muhammad,The State,Unknown,Unknown,Syed Kosar Ali Shah,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Criminal Petition for Leave to Appeal No.",1.0,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Criminal Petition for Leave to Appeal No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mrs. Justice Ayesha A. Malik Mr. Justice Syed Hasan Azhar Rizvi Criminal Petition for Leave to Appeal No.220/2024 [Against the order dated 02.02.2024 passed by the Peshawar High Court, Mingora Bench in B.A. No.30-M/2024] Itbar Muhammad …Petitioner(s) Versus The State & Others …Respondent(s) For the Petitioner(s) : Mr. Zia ur Rehman Tajik, ASC Syed Rifaqat Hussain Shah, AOR For the State : Syed Kosar Ali Shah, Additional Advocate General KPK Sher Hayat, SI/IO Bakht Rehman, DSP Timergara For the Complainant Mr. Zulfiqar Khalid Maluka, ASC. :","34,302,497",unknown,Unknown,991.0,6116.0,2024.0,2.0,155.0,"['34', '302', '497']",-155.0
crl.p._238_2024.pdf,Justice Syed Hasan Azhar Rizvi,Unknown,Unknown,2024-04-03,2024-05-06,Adnan Shafai,The State Another,Unknown,Unknown,Mr Rashdeen Nawaz Kasuri,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Crl.P.L.A No.",1.0,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Crl.P.L.A No.",Article 10,PLD 2022 SC 112,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mrs. Justice Ayesha A. Malik Mr. Justice Syed Hasan Azhar Rizvi Crl.P.L.A No.238/2024 [Against the order dated 04.03.2024 passed by the Lahore High Court, Lahore passed in Crl. Misc No. 68511-B/2023] Adnan Shafai …Petitioner(s) Versus The State & another …Respondent(s) For the Petitioner(s) : Zill-E-Huma, ASC Mr. Muhammad Amir Malik, AOR For the State : Mr. Rashdeen Nawaz Kasuri, Additional Attorney General for Pakistan Mr. Irfan Zia, Additional PG, Punjab Naeem Sajid, Inspector FIA, Lahore","3,5,9,10,12,15,100,109,265,409,497",set aside,Set Aside,1577.0,9484.0,2024.0,4.0,33.0,"['3', '5', '9', '10', '12', '15', '100', '109', '265', '409', '497']",-33.0
crl.p._239_2024.pdf,Justice Syed Hasan Azhar Rizvi,Criminal Petition No.239 of 2024,Criminal,2024-04-03,2024-05-06,Adnan Shafai,The State And Another,Unknown,Unknown,Unknown,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Criminal Petition No.",1.0,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Criminal Petition No.",Article 10,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mrs. Justice Ayesha A. Malik Mr. Justice Syed Hasan Azhar Rizvi Criminal Petition No.239 of 2024 [Against the order dated 04.03.2024, passed by the Lahore High Court, Lahore in Criminal Miscellaneous No.69212-B of 2023] Adnan Shafai. …Petitioner(s) Versus The State and another. …Respondent(s) For the Petitioner(s) : Mrs. Zill-e-Huma, ASC For the State : Mr. Rashdeen Nawaz Kasuri, Additional Attorney General for Pakistan Mr. Irfan Zia, Additional Prosecutor General, Punjab Naeem Sajid, Inspector, FIA, Lahore Ms. Huma Noreen Hassan, Legal","3,5,9,10,19,100,161,265,409,497",set aside,Set Aside,1385.0,8496.0,2024.0,4.0,33.0,"['3', '5', '9', '10', '19', '100', '161', '265', '409', '497']",-33.0
crl.p._240_2024.pdf,Justice Syed Hasan Azhar Rizvi,Unknown,Unknown,2024-02-29,2024-04-06,Ali Anwar Paracha,The State Another,Unknown,Unknown,Unknown,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
CrLP.L.A No.",1.0,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
CrLP.L.A No.",Unknown,PLD 1990 SC 9341; SCMR 12271; PLD 1995 SC 34,"<» IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mrs. Justice Ayesha A. Malik Mr. Justice Syed Hasan Azhar Rizvi CrLP.L.A No.240/2024 [Against the order dated 29.02.2024 passed by the Islamabad High Court, Islamabad in Criminal Miscellaneous No. 277-B of 2024) Ali Anwar Paracha ...Petitioner(s) Versus The State & another ... Respondent(s) For the Petitioner(s) : Mr. Khurram Masood Kiani, ASC Sh. Mehmood Ahmed, AOR For the State : Mr. Fauzi Zafar, ASC as state counsel For the Complainant Raja Rizwan Abbasi, ASC. Syed Rifaqat Hussain Shah, AOR Date of Hearing : 04.06.2024.","5,31,70,100,149,489,497,506",set aside,Set Aside,989.0,6002.0,2024.0,2.0,37.0,"['5', '31', '70', '100', '149', '489', '497', '506']",-37.0
crl.p._340_2024.pdf,Justice Syed Hasan Azhar Rizvi,Unknown,Unknown,2024-01-29,2024-03-06,Muhammad Anwar,The State Another,Unknown,Unknown,Unknown,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Crl.PLA No.",1.0,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Crl.PLA No.",Unknown,PLD 2022 SC 475,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mrs. Justice Ayesha A. Malik Mr. Justice Syed Hasan Azhar Rizvi Crl.PLA No.340/2024 [Against the order dated 29.01.2024 passed by the Lahore High Court, Lahore passed in Crl. Misc No. 82102/B of 2024) Muhammad Anwar …Petitioner(s) Versus The State & another …Respondent(s) For the Petitioner(s) : Mr. Muhammad Amir Malik, AOR along with petitioner For the State : Mr. Irfan Zia, Additional Prosecutor General, Punjab Abdul Sami, SDPO Sargodha M. Sami Jan, I.O For the Complainant Mr. Shahid Tabassum, ASC. :","2,20,100,489,497",set aside,Set Aside,1222.0,7427.0,2024.0,1.0,37.0,"['2', '20', '100', '489', '497']",-37.0
crl.p._474_l_2024.pdf,Justice Syed Hasan Azhar Rizvi,Criminal Petition No.474-L of 2024,Criminal,2024-03-26,2024-05-24,Unknown,The State,Unknown,Unknown,Unknown,"Justice Jamal Khan Mandokhail
Justice Syed Hasan Azhar Rizvi
Justice Naeem Akhtar Afghan
Criminal Petition No.",1.0,"Justice Jamal Khan Mandokhail
Justice Syed Hasan Azhar Rizvi
Justice Naeem Akhtar Afghan
Criminal Petition No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Justice Jamal Khan Mandokhail Justice Syed Hasan Azhar Rizvi Justice Naeem Akhtar Afghan Criminal Petition No.474-L of 2024 (Against the judgment dated 26.03.2024 passed by the Lahore High Court, Lahore in Criminal Appeal No.80476 of 2023) Haider Mehar …Petitioner(s) Versus The State …Respondent(s) For the Petitioner(s) : Sardar Khurram Latif Khosa, ASC (via video-link Lahore) For the State : Mr. Irfan Zia, Additional Prosecutor General, Punjab Date of Hearing : 24.05.2024. JUDGMENT","5,9,25,43,173,322,340,342,382",set aside,Set Aside,894.0,5636.0,2024.0,3.0,59.0,"['5', '9', '25', '43', '173', '322', '340', '342', '382']",-59.0
crl.p._528_l_2023.pdf,Justice Syed Hasan Azhar Rizvi,Unknown,Unknown,2023-06-09,2024-01-15,Unknown,The State Through Prosecutor General,Unknown,Unknown,Unknown,"Justice Amin; Justice Syed Hasan Azhar Rizvi
fAr
kb
Criminal Petitions No.",2.0,"Justice Syed Hasan Azhar Rizvi
fAr
kb
Criminal Petitions No.",Article 185,Unknown,")!-\l -I IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Amin-ud-Din Khan Mr. Justice Syed Hasan Azhar Rizvi fAr kb Criminal Petitions No.528-L and I068 -L of 2023 (Against orders dated OS.05.2023 and 06.09.2023, passed by the Lahore High Court, Lahore in Criminal Miscellaneous Nos.22217-B and 41247-B of 2023) Shaukat Ali (in ell.P.No.528-L/2023) Azeem Hassan Mushtaq (in Cd.P.No. 1068-1,/2023) .Petitioner(s) . . Versus The State through Prosecutor General,","05,7,185,200,302,497,528,2221",set aside,Set Aside,1744.0,10890.0,2023.0,6.0,220.0,"['05', '7', '185', '200', '302', '497', '528', '2221']",-220.0
crl.p._548_2020.pdf,Justice Syed Hasan Azhar Rizvi,Criminal Petition No.602 of 2020:,Criminal,2020-04-15,2024-05-21,Unknown,The State And Another,Unknown,Unknown,Unknown,"Justice Jamal Khan Mandokhail
Justice Syed Hasan Azhar Rizvi
Justice Naeem Akhtar Afghan
Criminal Petitions No.",1.0,"Justice Jamal Khan Mandokhail
Justice Syed Hasan Azhar Rizvi
Justice Naeem Akhtar Afghan
Criminal Petitions No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Justice Jamal Khan Mandokhail Justice Syed Hasan Azhar Rizvi Justice Naeem Akhtar Afghan Criminal Petitions No.548 and 602 of 2020 (Against the judgment dated 15.04.2020 passed by the Islamabad High Court, Islamabad passed in Criminal Appeal No.125 of 2018, Jail Appeal No.130 of 2018 and Murder Reference No.8 of 2018) Chanzeb Akhtar (in Cr. P. No.548 of 2020) Haji Mirza Zafar (in Cr. P. No.602 of 2020) …Petitioner(s) Versus The State and another (in Cr. P. No.548 of 2020) Chanzeb Akhtar and another …Respondent(s) (in Cr. P. No.602 of 2020)","12,16,100,200,302,340,342,540",set aside,Set Aside,2327.0,13989.0,2020.0,4.0,1497.0,"['12', '16', '100', '200', '302', '340', '342', '540']",-1497.0
crl.p._54_p_2012.pdf,Justice Syed Hasan Azhar Rizvi,Criminal Petition No.54-P of 2012,Criminal,2012-03-21,2023-09-26,Unknown,Saadat Khan And Another,Unknown,Unknown,Unknown,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Criminal Petition No.",1.0,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Criminal Petition No.",Article 185,Unknown,"J It I r IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mrs. Justice Ayesha A. Malik Mr. Justice Syed Hasan Azhar Rizvi Criminal Petition No.54-P of 2012 [Against the judgment dated 21.03.2012 of the Peshawar High Court, Mingora Bench (Dar-ul-Qaza), Swat The State through Advocate General KPH, Peshawar Petitioner(s) . . . Versus Saadat Khan and another Respondent(s) . . . For the Petitioner(s) Mr. Altaf Khan,","185,295",set aside,Set Aside,819.0,5078.0,2012.0,3.0,4206.0,"['185', '295']",-4206.0
crl.p._66_k_2024_n.pdf,Justice Syed Hasan Azhar Rizvi,Criminal Petition No.66-K & 67-K of 2024,Criminal,2024-07-15,,Niaz Ahmed,Aijaz Ahmed,Unknown,Unknown,Unknown,"Justice Syed Hasan Azhar Rizvi
Mr. Justice Aqeel Ahmed Abbasi
Criminal Petition No.",1.0,"Justice Syed Hasan Azhar Rizvi
Mr. Justice Aqeel Ahmed Abbasi
Criminal Petition No.",Unknown,"PLD
2022 SC 562; PLD 1999 SC 1063; PLD 2010 SC 661; PLD 2004 SC 298; PLD 2016 SC 769","IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Syed Hasan Azhar Rizvi Mr. Justice Aqeel Ahmed Abbasi Criminal Petition No.66-K & 67-K of 2024 [Against the Order dated 23-02-2024 passed by the High Court of Sindh Karachi in Crl. Revision Applications No. 219 of 2021 and 262 of 2022] Niaz Ahmed & another …Petitioner(s) Versus Aijaz Ahmed & Others. …Respondent(s) For the Petitioner(s) : Mr. Shamshad Ali Qureshi, ASC (in both cases) For Respondent(s) : N.R. Research Conducted by : Paras Zafar, Judicial Law Clerk Date of Hearing : 15.07.2024. JUDGMENT Syed Hasan Azhar Rizvi, J.- Through these petitions, the petitioners have challenged the judgment dated 23.02.2024 (“the impugned judgment”), passed by the High Court","2,3,4,5,7,8,25,249,265,340,342,561",unknown,Unknown,3860.0,23118.0,2024.0,7.0,Unknown,"['2', '3', '4', '5', '7', '8', '25', '249', '265', '340', '342', '561']",
i.c.a._5_2023.pdf,Justice Syed Hasan Azhar Rizvi,Unknown,Unknown,2023-12-13,,Unknown,Justice R Jawwad Khawaja And,Unknown,"Sardar M. Latif Khan Khosa, Sr. ASC",Syed Rifaqat Hussain Shah Mr Zahid Yousaf Sardar M Latif Khan Khosa Sr,"justice as held in Brig. ; Justice Muhammad Ali Mazhar
Mr. Justice Syed Hasan Azhar Rizvi
Ms. Justice Musarrat Hilali
Mr. Justice Irfan Saadat Khan
; Justice Sayyed Mazahar Ali Akbar Naqvi and
Mrs. Justice Ayesha A. Malik that clause ; Justice Sardar Tariq Masood
Mr. Justice Amin; Justice Ijaz ul Ahsan; Justice
Munib Akhtar; Justice Yahya Afridi reserves judgment as to para ",7.0,Justice Yahya Afridi reserves judgment as to para,Article 268; Article 203; Article 175; Article 8,"PLD 1996 SC 632; PLD 2015 SC
401; PLD 1975 SC 506",IN THE SUPREME COURT OF PAKISTAN (Original Jurisdiction) Present: Mr. Justice Sardar Tariq Masood Mr. Justice Amin-ud-Din Khan Mr. Justice Muhammad Ali Mazhar Mr. Justice Syed Hasan Azhar Rizvi Ms. Justice Musarrat Hilali Mr. Justice Irfan Saadat Khan 1. I.C.A.5/2023 IN Const.P.24/2023 2. I.C.A.6/2023 IN Const.P.24/2023 3. I.C.A.7/2023 IN Const.P.25/2023 4. I.C.A.8/2023 IN Const.P.24/2023 5. I.C.A.9/2023 IN Const.P.26/2023 6. I.C.A.10/2023 IN Const.P.26/2023 7. I.C.A.11/2023 IN Const.P.30/2023 8. I.C.A.12/2023 IN Const.P.35/2023 9. I.C.A.13/2023 IN Const.P.27/2023 10. I.C.A.14/2023 IN Const.P.24/2023 11. I.C.A.15/2023 IN Const.P.35/2023,"1,2,5,8,24,59,175,203,268",unknown,Unknown,1656.0,10027.0,2023.0,12.0,Unknown,"['1', '2', '5', '8', '24', '59', '175', '203', '268']",
j.p._120_2017.pdf,Justice Syed Hasan Azhar Rizvi,Unknown,Unknown,2017-01-17,2024-05-16,Unknown,The State,Unknown,Unknown,Unknown,"Justice Jamal Khan Mandokhail
Mr. Justice Syed Hasan Azhar Rizvi
Ms. Justice Musarrat Hilali
Jail Petition No.; justice in criminal cases. According to these
principles",2.0,"justice in criminal cases. According to these
principles",Unknown,PLD 1978 SC 171; PLD 2019 SC 64; PLD 1976 SC 557; PLD 2022 SC 751,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mr. Justice Syed Hasan Azhar Rizvi Ms. Justice Musarrat Hilali Jail Petition No.120/2017 and Cr. Petition No.305-L/2017 (Against the judgment dated 17.01.2017 of the Lahore High Court, Multan Bench passed in Cr.A. No.652-J of 2016 and M.R. No.147 of 2013) Muhammad Hassan (in J.P. No.120/2017) Muhammad Ibrahim (in Cr.P. No.305-L/2017) Petitioner(s) Versus The State (in J.P. No.120/2017) The State etc. (in Cr.P. No.305-L/2017) …Respondent(s)","2,11,20,302,337,340,342,382,544",set aside,Set Aside,3318.0,20696.0,2017.0,1.0,2676.0,"['2', '11', '20', '302', '337', '340', '342', '382', '544']",-2676.0
j.p._193_2016.pdf,Justice Syed Hasan Azhar Rizvi,Unknown,Unknown,2016-04-02,2024-03-21,Rizwan Rasheed,The State,Unknown,Unknown,Mr Irfan Zia Punjab,"Justice Jamal Khan Mandokhail
Mr. Justice Syed Hasan Azhar Rizvi
Ms. Justice Musarrat Hilali
J.P.No. ",1.0,"Justice Jamal Khan Mandokhail
Mr. Justice Syed Hasan Azhar Rizvi
Ms. Justice Musarrat Hilali
J.P.No.",Unknown,"PLD 2020 SC
61; PLD 1995 SC 11; PLD 2020 SC 61; PLD
2007 SC 71; PLD 2003 SC 704","ORDER OF THE COURT By majority of two to one (Syed Hasan Azhar Rizvi, J. dissenting). the instant jail petition is converted into appeal and is partly allowed. Islamabad 21 March 2024 X SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mr. Justice Syed Hasan Azhar Rizvi Ms. Justice Musarrat Hilali J.P.No. 193/2016 [Against the judgment dated 04.02.2016 passed by the Lahore High Court, Rawalpindi Bench in CSR No.5-T-2011, Crl.As. No. 182 fis 186/2011] Rizwan Rasheed & another ... Petitioner(s) Versus The State .. .Respondent(s) For the Petitioner(s) : Mr. Basharatullah Khan, ASC Syed Rifaqat Hussain Shah, AOR","4,6,7,11,34,50,161,173,182,186,201,302,355,365,382",set aside,Unknown,5389.0,31975.0,2016.0,4.0,2910.0,"['4', '6', '7', '11', '34', '50', '161', '173', '182', '186', '201', '302', '355', '365', '382']",-2910.0
j.p._195_2017.pdf,Justice Syed Hasan Azhar Rizvi,Unknown,Unknown,2017-02-02,2024-08-05,Iftikhar Hussain Alias Kharoo,The State,Unknown,Unknown,Unknown,"Justice Jamal Khan Mandokhail
Mr. Justice Syed Hasan Azhar Rizvi
Ms. Justice Musarrat Hilali
Jail Petition No.; justice system. It is one of the principles",2.0,justice system. It is one of the principles,Article 121,"PLD 1976
SC 629; PLD 1971 SC 541","IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mr. Justice Syed Hasan Azhar Rizvi Ms. Justice Musarrat Hilali Jail Petition No.195 of 2017 [Against the order dated 02.02.2017 passed by the Lahore High Court, Rawalpindi Bench passed in Cr.A. No.440 of 2013 and M.R. No.59 of 2013) Iftikhar Hussain alias Kharoo …Petitioner(s) Versus The State …Respondent(s) For the Petitioner(s) : Mr. Haider Mehmood Mirza, ASC Along with petitioner in person (Through video link Lahore) : For the State : Mirza Abid Majeed, Deputy Prosecutor General, Punjab For the Complainant Qaiser Abbas s/o M. Shafi deceased :","6,20,121,200,302,382,544",set aside,Set Aside,2780.0,16426.0,2017.0,2.0,2741.0,"['6', '20', '121', '200', '302', '382', '544']",-2741.0
j.p._345_2017.pdf,Justice Syed Hasan Azhar Rizvi,Unknown,Unknown,2016-01-11,2023-09-25,Unknown,The State,Unknown,Unknown,Unknown,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Jail Petition No.",1.0,"Justice Jamal Khan Mandokhail
Mrs. Justice Ayesha A. Malik
Mr. Justice Syed Hasan Azhar Rizvi
Jail Petition No.",Unknown,Unknown,"It P IN THE SUPREMB COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mrs. Justice Ayesha A. Malik Mr. Justice Syed Hasan Azhar Rizvi Jail Petition No.345/20 17 and Cr. Petition No. 465/2017 [Against the judgment dated 01.11.2016 of the Lahore High Court, Multan Bench passed in Cr. A. No.716/2012 and M.R. No.53/2011) Sohail Akhtar (in J.P. No.345/ 2017) ..Petitioner(s) . Rahul Naazir (in Cr. P. No.465/ 2017) Versus The State (in J.P. No.345/ 2017) Sohail Akhtar etc. . . .Respondent{s)","7,13,173,190,302,324,337,340,342,382,500,544",unknown,Unknown,1443.0,9026.0,2016.0,1.0,2814.0,"['7', '13', '173', '190', '302', '324', '337', '340', '342', '382', '500', '544']",-2814.0
j.p._431_2016.pdf,Justice Syed Hasan Azhar Rizvi,Civil Appeal No. 982 of 2018),Civil,2016-05-23,2024-05-15,Unknown,The State And,Unknown,Unknown,dinarily daring and,"Justice Jamal Khan Mandokhail
Mr. Justice Syed Hasan Azhar Rizvi
Ms. Justice Musarrat Hilali
Jail Petition No.; justice system hinges on the integrity of the
investigation. A flawed or negligent investigation can lead to wrongful
accusations; justice and fairness demand that no individual should be convicted
without sufficient evidence.
",3.0,"justice and fairness demand that no individual should be convicted
without sufficient evidence.",Unknown,PLD 2019 SC 64; PLD 2018 SC 813,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Jamal Khan Mandokhail Mr. Justice Syed Hasan Azhar Rizvi Ms. Justice Musarrat Hilali Jail Petition No.431 of 2016, Criminal Petitions No.845 of 2016 and 830 of 2016 [Against the judgment dated 23.05.2016, passed by the Lahore High Court, Rawalpindi Bench, Rawalpindi in Criminal Appeals No.240, 266, 323, Criminal Revision No.175, Criminal Appeal No.281 and Capital Sentence Reference No.01-T of 2012] Asmat Ullah Khan. (in JP No.431) Lal Khan. (in Crl.P.No.845) Mehmood ur Rehman. (in Crl.P.No.830) …Petitioner(s) Versus The State and others. …Respondent(s) For the Petitioner(s) : Mr. Ansar Nawaz Mirza, ASC (in JP No.431) For the Petitioner(s) : Syed Ali Imran, ASC","1,7,9,10,12,13,109,161,173,240,365,382,431,544,550",set aside,Set Aside,4795.0,29889.0,2016.0,5.0,2914.0,"['1', '7', '9', '10', '12', '13', '109', '161', '173', '240', '365', '382', '431', '544', '550']",-2914.0
C.A._227_L_2010.pdf,Justice Syed Mansoor Ali Shah,Civil Appeal No.227-L of 2010.,Civil,2010-03-27,2019-03-21,Unknown,Unknown,Unknown,Unknown,Unknown,"Justice Manzoor Ahmad Malik
Mr. Justice Sardar Tariq Masood
Mr. Justice Syed Mansoor Ali Shah
Civil Appeal No.",1.0,"Justice Manzoor Ahmad Malik
Mr. Justice Sardar Tariq Masood
Mr. Justice Syed Mansoor Ali Shah
Civil Appeal No.",Article 212; article 212,"PLD
1988 SC 416; PLD
2012 SC 292; PLD 1975 SC 66; PLD 2009 SC 217","IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Manzoor Ahmad Malik Mr. Justice Sardar Tariq Masood Mr. Justice Syed Mansoor Ali Shah Civil Appeal No.227-L of 2010. (on appeal from the judgment of Federal Service Tribunal, Lahore dated 27.03.2010, passed in Appeal No.952(L)CS/2004) Secretary Revenue Division, Islamabad …Appellant versus Iftikhar Ahmed Tabassam, etc …Respondents For the appellants: Mr. Izharul Haque, ASC. For respondent No.1: Hafiz Tariq Nasim, ASC. Date of hearing: 21.03.2019 JUDGMENT Syed Mansoor Ali Shah, J.- The question before us is whether respondent No.1 is liable to pay standard rent (with penal","2,3,4,15,25,190,212,626",allowed,Allowed,2378.0,14506.0,2010.0,3.0,3281.0,"['2', '3', '4', '15', '25', '190', '212', '626']",-3281.0
C.P._1926_L_2015.pdf,Justice Syed Mansoor Ali Shah,Unknown,Unknown,2015-02-06,2019-08-05,Unknown,Unknown,"Rana Shamshad Khan, Addl.A.G>","Syed Shahid Hussain Shah, ASC; Nemo. (CP-1927-L/15)",Unknown,"Justice Manzoor Ahmad Malik
Mr. Justice Syed Mansoor Ali Shah
Mr. Justice Qazi Muhammad Amin Ahmed
Civil Petitions No.",1.0,"Justice Manzoor Ahmad Malik
Mr. Justice Syed Mansoor Ali Shah
Mr. Justice Qazi Muhammad Amin Ahmed
Civil Petitions No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Manzoor Ahmad Malik Mr. Justice Syed Mansoor Ali Shah Mr. Justice Qazi Muhammad Amin Ahmed Civil Petitions No.1926-L & 1927-L of 2015. (On appeal from the judgment of Lahore High Court, Multan Bench dated 02.6.2015, passed in W.P No.4627/2002 & 8421/2002) Director General Excise and Taxation Lahore etc. (in CP-1926-L/15) Province of Punjab through DCO Sahiwal etc. (in CP-1927-L/15) …Petitioners versus Market Committee, Multan etc. (in CP-1926-L/15) Market Committee, Sahiwal (in CP-1927-L/15) …Respondents For the petitioners: Rana Shamshad Khan, Addl.A.G> For the respondents: Syed Shahid Hussain Shah, ASC (CP-1926-L/15) Mr. Izhar Saleem, Secy, Market Committee For the respondents: Nemo. (CP-1927-L/15)","2,3,4,10",unknown,Unknown,738.0,4665.0,2015.0,2.0,1641.0,"['2', '3', '4', '10']",-1641.0
Crl.A._306_L_2012.pdf,Justice Syed Mansoor Ali Shah,Unknown,Unknown,2012-01-25,2019-02-20,Unknown,Unknown,Unknown,Unknown,Unknown,"Justice Asif Saeed Khan Khosa; justice stands minimized.
Therefore; Justice
Judge
Islamabad; Justice Sajjad Ali Shah
Mr. Justice Syed Mansoor Ali Shah
Criminal Appeals No. ; justice system and in our jurisprudence are referred to as the Test
Identification Parade. Whereas Estimator variables are factors
related to the witness ",5.0,"justice system and in our jurisprudence are referred to as the Test
Identification Parade. Whereas Estimator variables are factors
related to the witness",article 112,"PLD 1981 SC 142; PLD
1967 SC 307","IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Asif Saeed Khan Khosa, CJ Mr. Justice Sajjad Ali Shah Mr. Justice Syed Mansoor Ali Shah Criminal Appeals No. 306-L, 307-L and 308-L of 2012 (Against the judgment dated 25.01.2012 passed by the Lahore High Court, Lahore in Criminal Appeal No. 383 of 2007 and Murder Reference No. 44 of 2007) Mian Sohail Ahmed (in Cr. A. 306-L of 2012) Abdul Rashid (in Cr. A. 307-L of 2012) Rashid Aziz Rana (in Cr. A. 308-L of 2012) …Appellants versus The State, etc. (in all cases) …Respondents For the appellants: Raja Tariq Nadeem, Advocate High Court, with permission of the Court (in Cr. A. 306-L of 2012)","1,7,8,12,21,28,31,34,35,98,112,161,188,218,293,302,342,377,382,392,440",set aside,Set Aside,4974.0,30869.0,2012.0,1.0,2583.0,"['1', '7', '8', '12', '21', '28', '31', '34', '35', '98', '112', '161', '188', '218', '293', '302', '342', '377', '382', '392', '440']",-2583.0
